mean,mean,sum,sum,count,count
2.4285714285714284,3.4482758620689653,17.0,200.0,7.0,58.0
1.0,2.25,1.0,27.0,1.0,12.0
4.0,3.4047619047619047,24.0,143.0,6.0,42.0
,2.0,,2.0,,1.0
3.2888888888888888,2.9751243781094527,148.0,598.0,45.0,201.0
2.5972222222222223,2.8135593220338984,187.0,664.0,72.0,236.0
2.75,3.3333333333333335,11.0,20.0,4.0,6.0
,2.8,,14.0,,5.0
3.0,2.4,36.0,96.0,12.0,40.0
3.392523364485981,3.636029411764706,363.0,989.0,107.0,272.0
3.345744680851064,3.4623824451410656,629.0,2209.0,188.0,638.0
3.0,3.380952380952381,3.0,142.0,1.0,42.0
2.574074074074074,2.923076923076923,139.0,684.0,54.0,234.0
2.727272727272727,2.6530612244897958,60.0,130.0,22.0,49.0
4.1875,4.0239043824701195,536.0,1010.0,128.0,251.0
1.0,2.625,1.0,21.0,1.0,8.0
3.480769230769231,3.3098159509202456,362.0,1079.0,104.0,326.0
2.6885245901639343,2.681274900398406,328.0,1346.0,122.0,502.0
3.9185667752442996,4.1677704194260485,1203.0,5664.0,307.0,1359.0
3.5193370165745854,3.5461215932914047,637.0,3383.0,181.0,954.0
3.4615384615384617,3.577683615819209,405.0,2533.0,117.0,708.0
,1.0,,1.0,,1.0
3.75,3.6666666666666665,15.0,22.0,4.0,6.0
2.0,1.5,2.0,6.0,1.0,4.0
1.7777777777777777,1.411764705882353,16.0,48.0,9.0,34.0
3.845,3.94679186228482,769.0,2522.0,200.0,639.0
4.0,4.0,4.0,8.0,1.0,2.0
3.823529411764706,3.595744680851064,130.0,169.0,34.0,47.0
3.1666666666666665,3.2322097378277155,247.0,863.0,78.0,267.0
3.790378006872852,2.95959595959596,1103.0,1172.0,291.0,396.0
3.943661971830986,4.011006289308176,280.0,2551.0,71.0,636.0
2.5,3.0756302521008405,40.0,366.0,16.0,119.0
3.1228070175438596,3.1878172588832485,178.0,628.0,57.0,197.0
3.0476190476190474,3.0091743119266057,64.0,328.0,21.0,109.0
2.8947368421052633,2.6260162601626016,110.0,323.0,38.0,123.0
4.1647058823529415,4.0,354.0,688.0,85.0,172.0
3.8857142857142857,3.8795379537953796,680.0,2351.0,175.0,606.0
3.2432432432432434,3.182926829268293,240.0,522.0,74.0,164.0
2.986111111111111,2.9086161879895562,430.0,1114.0,144.0,383.0
4.094972067039106,4.0519480519480515,733.0,1560.0,179.0,385.0
3.877551020408163,3.9919093851132685,570.0,2467.0,147.0,618.0
2.5294117647058822,2.6,43.0,65.0,17.0,25.0
2.3333333333333335,3.8,7.0,19.0,3.0,5.0
3.0,3.8,12.0,76.0,4.0,20.0
3.7873303167420813,3.69140625,837.0,2835.0,221.0,768.0
3.4237288135593222,3.4675324675324677,404.0,801.0,118.0,231.0
3.462962962962963,3.3392857142857144,561.0,748.0,162.0,224.0
2.8,2.8645833333333335,42.0,275.0,15.0,96.0
2.75,2.142857142857143,11.0,15.0,4.0,7.0
3.6645569620253164,3.8324420677361855,579.0,2150.0,158.0,561.0
2.5714285714285716,2.425531914893617,36.0,114.0,14.0,47.0
3.337142857142857,3.4316831683168316,584.0,1733.0,175.0,505.0
3.0,3.765625,12.0,241.0,4.0,64.0
3.6666666666666665,4.0,55.0,64.0,15.0,16.0
4.282051282051282,4.468354430379747,668.0,1765.0,156.0,395.0
3.4517543859649122,3.098566308243728,787.0,1729.0,228.0,558.0
3.9591836734693877,3.925,194.0,314.0,49.0,80.0
2.6666666666666665,2.0444444444444443,8.0,92.0,3.0,45.0
2.5,2.3846153846153846,35.0,62.0,14.0,26.0
2.9166666666666665,2.7889908256880735,70.0,304.0,24.0,109.0
4.333333333333333,3.8823529411764706,117.0,462.0,27.0,119.0
3.6296296296296298,3.6363636363636362,98.0,120.0,27.0,33.0
2.5964912280701755,2.769230769230769,148.0,180.0,57.0,65.0
3.776595744680851,3.891304347826087,355.0,2148.0,94.0,552.0
4.376623376623376,4.464788732394366,1011.0,5072.0,231.0,1136.0
3.8181818181818183,3.829896907216495,168.0,743.0,44.0,194.0
3.2777777777777777,3.357142857142857,59.0,282.0,18.0,84.0
2.892857142857143,2.25,81.0,297.0,28.0,132.0
3.348148148148148,3.190775681341719,452.0,1522.0,135.0,477.0
4.428571428571429,3.090909090909091,31.0,68.0,7.0,22.0
,2.0,,2.0,,1.0
3.769230769230769,3.5185185185185186,49.0,95.0,13.0,27.0
3.2777777777777777,2.8333333333333335,59.0,34.0,18.0,12.0
3.857142857142857,3.1666666666666665,27.0,19.0,7.0,6.0
3.9473684210526314,4.035714285714286,225.0,339.0,57.0,84.0
3.641025641025641,3.448160535117057,142.0,1031.0,39.0,299.0
2.9615384615384617,2.6417910447761193,154.0,177.0,52.0,67.0
4.059633027522936,3.7857142857142856,885.0,1643.0,218.0,434.0
2.6292134831460676,2.2719298245614037,234.0,518.0,89.0,228.0
3.274336283185841,3.0703703703703704,370.0,829.0,113.0,270.0
2.5384615384615383,2.689655172413793,33.0,312.0,13.0,116.0
2.673076923076923,2.7971014492753623,139.0,386.0,52.0,138.0
3.96,3.9082278481012658,396.0,1235.0,100.0,316.0
4.0,3.8983050847457625,60.0,460.0,15.0,118.0
3.4166666666666665,3.090909090909091,41.0,68.0,12.0,22.0
,4.5,,9.0,,2.0
4.016528925619835,4.260042283298097,486.0,2015.0,121.0,473.0
2.3666666666666667,2.021978021978022,71.0,184.0,30.0,91.0
3.6666666666666665,3.533333333333333,44.0,212.0,12.0,60.0
2.411764705882353,2.763888888888889,82.0,199.0,34.0,72.0
2.697986577181208,3.336594911937378,402.0,1705.0,149.0,511.0
3.685,3.6902173913043477,737.0,1358.0,200.0,368.0
3.354330708661417,3.3564954682779455,426.0,2222.0,127.0,662.0
2.269230769230769,2.18,59.0,109.0,26.0,50.0
3.0,2.517857142857143,216.0,141.0,72.0,56.0
4.0,3.6666666666666665,36.0,33.0,9.0,9.0
4.0898502495840265,3.9202637889688248,2458.0,6539.0,601.0,1668.0
3.24468085106383,3.1826923076923075,305.0,662.0,94.0,208.0
3.25,3.4444444444444446,26.0,217.0,8.0,63.0
2.923076923076923,2.839622641509434,38.0,301.0,13.0,106.0
3.6666666666666665,3.663793103448276,220.0,425.0,60.0,116.0
3.9365079365079363,3.9934210526315788,248.0,607.0,63.0,152.0
3.6486486486486487,3.8333333333333335,135.0,253.0,37.0,66.0
2.8333333333333335,3.191666666666667,51.0,383.0,18.0,120.0
3.642857142857143,3.8036175710594313,357.0,1472.0,98.0,387.0
4.095890410958904,4.06,598.0,812.0,146.0,200.0
,2.5,,5.0,,2.0
2.8,2.5,28.0,55.0,10.0,22.0
3.6008583690987126,3.729106628242075,839.0,2588.0,233.0,694.0
4.25,4.25,17.0,17.0,4.0,4.0
2.7142857142857144,2.48,38.0,62.0,14.0,25.0
2.0,,2.0,,1.0,
3.6,3.566666666666667,18.0,107.0,5.0,30.0
3.5090909090909093,3.6569767441860463,193.0,629.0,55.0,172.0
3.7,3.769230769230769,37.0,49.0,10.0,13.0
3.6970338983050848,3.5434565434565433,1745.0,3547.0,472.0,1001.0
3.6,3.942857142857143,72.0,138.0,20.0,35.0
3.4,2.5384615384615383,17.0,33.0,5.0,13.0
4.4,4.142857142857143,22.0,29.0,5.0,7.0
3.98034398034398,3.9121076233183856,1620.0,4362.0,407.0,1115.0
4.094017094017094,3.985294117647059,479.0,1355.0,117.0,340.0
4.197101449275363,3.932546374367622,1448.0,2332.0,345.0,593.0
,1.0,,1.0,,1.0
3.3461538461538463,3.5517241379310347,87.0,412.0,26.0,116.0
4.061151079136691,3.6547085201793723,1129.0,815.0,278.0,223.0
4.0,3.5294117647058822,40.0,120.0,10.0,34.0
3.0657894736842106,3.0358974358974358,233.0,592.0,76.0,195.0
4.092105263157895,3.887323943661972,311.0,276.0,76.0,71.0
2.5428571428571427,2.4887892376681613,178.0,555.0,70.0,223.0
2.5824175824175826,2.638477801268499,235.0,1248.0,91.0,473.0
2.75,2.9047619047619047,33.0,122.0,12.0,42.0
4.0,4.0,4.0,8.0,1.0,2.0
3.54320987654321,3.495798319327731,287.0,416.0,81.0,119.0
3.4285714285714284,3.375,24.0,81.0,7.0,24.0
3.6551724137931036,3.825,106.0,459.0,29.0,120.0
4.5,3.25,9.0,39.0,2.0,12.0
3.657458563535912,3.6939281288723667,662.0,2981.0,181.0,807.0
1.0,3.75,1.0,15.0,1.0,4.0
3.698005698005698,3.561128526645768,1298.0,2272.0,351.0,638.0
3.3142857142857145,3.242857142857143,464.0,681.0,140.0,210.0
3.2797619047619047,3.1379310344827585,551.0,1911.0,168.0,609.0
3.0483870967741935,3.135678391959799,189.0,1248.0,62.0,398.0
3.235294117647059,3.515151515151515,110.0,580.0,34.0,165.0
4.007125890736342,3.796420581655481,1687.0,3394.0,421.0,894.0
2.6140350877192984,2.497797356828194,149.0,1134.0,57.0,454.0
3.1946902654867255,3.504539559014267,361.0,2702.0,113.0,771.0
2.971830985915493,3.0535714285714284,211.0,1197.0,71.0,392.0
3.337078651685393,3.118811881188119,297.0,630.0,89.0,202.0
,3.857142857142857,,27.0,,7.0
3.0625,2.8852459016393444,245.0,880.0,80.0,305.0
3.6363636363636362,3.5309734513274336,240.0,399.0,66.0,113.0
2.3548387096774195,2.26,73.0,113.0,31.0,50.0
,1.0,,1.0,,1.0
2.9318181818181817,2.8043478260869565,129.0,129.0,44.0,46.0
2.414285714285714,2.5350467289719627,169.0,1085.0,70.0,428.0
3.9,3.5051020408163267,858.0,687.0,220.0,196.0
4.0,4.0078125,156.0,513.0,39.0,128.0
3.4339622641509435,3.636904761904762,364.0,611.0,106.0,168.0
4.0,,8.0,,2.0,
3.3859649122807016,3.6008771929824563,193.0,821.0,57.0,228.0
3.2972972972972974,3.909282700421941,244.0,1853.0,74.0,474.0
3.4601769911504423,3.1183431952662723,391.0,527.0,113.0,169.0
3.731034482758621,3.83249581239531,541.0,2288.0,145.0,597.0
2.5128205128205128,2.7755102040816326,98.0,136.0,39.0,49.0
3.328125,3.3494318181818183,213.0,1179.0,64.0,352.0
2.3333333333333335,2.192982456140351,77.0,250.0,33.0,114.0
1.9333333333333333,1.7448979591836735,29.0,171.0,15.0,98.0
2.736842105263158,2.75,52.0,297.0,19.0,108.0
3.5376344086021505,4.067238912732475,658.0,2843.0,186.0,699.0
3.8684210526315788,3.563451776649746,147.0,702.0,38.0,197.0
3.5,3.5625,7.0,57.0,2.0,16.0
2.78125,3.0,89.0,267.0,32.0,89.0
3.5789473684210527,3.06,68.0,153.0,19.0,50.0
3.1538461538461537,2.902439024390244,82.0,119.0,26.0,41.0
2.1818181818181817,2.1157894736842104,168.0,402.0,77.0,190.0
2.8912133891213387,3.3059490084985836,691.0,2334.0,239.0,706.0
4.333333333333333,3.1052631578947367,26.0,59.0,6.0,19.0
3.342857142857143,3.144230769230769,117.0,327.0,35.0,104.0
4.2,3.736842105263158,105.0,213.0,25.0,57.0
3.7017543859649122,3.545144804088586,422.0,2081.0,114.0,587.0
2.7037037037037037,2.63302752293578,73.0,574.0,27.0,218.0
3.439189189189189,3.3285714285714287,509.0,699.0,148.0,210.0
3.933333333333333,4.271186440677966,59.0,252.0,15.0,59.0
3.4431818181818183,3.3915298184961107,909.0,3924.0,264.0,1157.0
3.0,3.8181818181818183,15.0,84.0,5.0,22.0
2.831578947368421,2.7655502392344498,269.0,1156.0,95.0,418.0
1.6666666666666667,2.1494252873563218,15.0,187.0,9.0,87.0
3.5714285714285716,3.066666666666667,150.0,138.0,42.0,45.0
3.5,2.8333333333333335,7.0,17.0,2.0,6.0
3.4047619047619047,3.5355450236966823,143.0,746.0,42.0,211.0
2.5,2.923076923076923,5.0,38.0,2.0,13.0
4.0,,4.0,,1.0,
3.35,3.396103896103896,268.0,1046.0,80.0,308.0
3.2333333333333334,3.4976958525345623,291.0,1518.0,90.0,434.0
2.6666666666666665,3.0,8.0,18.0,3.0,6.0
3.3181818181818183,3.180327868852459,73.0,194.0,22.0,61.0
3.782608695652174,3.5555555555555554,87.0,192.0,23.0,54.0
2.3448275862068964,2.603448275862069,68.0,302.0,29.0,116.0
3.923076923076923,3.6037735849056602,51.0,191.0,13.0,53.0
3.8780487804878048,3.8850574712643677,159.0,338.0,41.0,87.0
3.8900709219858154,3.9107413010590015,1097.0,2585.0,282.0,661.0
3.89922480620155,3.7685185185185186,503.0,1221.0,129.0,324.0
,1.0,,1.0,,1.0
3.1538461538461537,3.6705882352941175,41.0,312.0,13.0,85.0
3.5357142857142856,3.589041095890411,198.0,1048.0,56.0,292.0
3.1666666666666665,2.6,38.0,52.0,12.0,20.0
3.4074074074074074,3.5,92.0,98.0,27.0,28.0
3.356687898089172,3.3780487804878048,527.0,831.0,157.0,246.0
4.2,3.625,42.0,203.0,10.0,56.0
4.202020202020202,4.006451612903226,416.0,621.0,99.0,155.0
3.5294117647058822,3.58974358974359,60.0,140.0,17.0,39.0
4.21765601217656,4.267780172413793,2771.0,7921.0,657.0,1856.0
3.606060606060606,3.425531914893617,119.0,161.0,33.0,47.0
,3.3333333333333335,,10.0,,3.0
3.7061855670103094,3.8742774566473988,719.0,2681.0,194.0,692.0
3.8125,3.8652482269503547,183.0,545.0,48.0,141.0
4.0,3.490566037735849,24.0,185.0,6.0,53.0
3.66804979253112,3.6702317290552586,884.0,2059.0,241.0,561.0
2.85,2.1702127659574466,57.0,102.0,20.0,47.0
2.642857142857143,2.604651162790698,37.0,224.0,14.0,86.0
3.722772277227723,3.625615763546798,376.0,736.0,101.0,203.0
3.212962962962963,2.8882978723404253,347.0,543.0,108.0,188.0
2.5454545454545454,2.4393939393939394,56.0,161.0,22.0,66.0
2.142857142857143,3.875,15.0,93.0,7.0,24.0
,3.0,,3.0,,1.0
2.764705882352941,2.142857142857143,47.0,30.0,17.0,14.0
2.8823529411764706,3.021276595744681,98.0,284.0,34.0,94.0
3.0793650793650795,3.4170212765957446,194.0,803.0,63.0,235.0
4.0,3.5789473684210527,56.0,204.0,14.0,57.0
3.0,2.2222222222222223,9.0,20.0,3.0,9.0
3.3076923076923075,3.7177914110429446,215.0,606.0,65.0,163.0
3.5,3.6666666666666665,7.0,11.0,2.0,3.0
3.6,3.6666666666666665,18.0,11.0,5.0,3.0
2.413793103448276,2.625,70.0,147.0,29.0,56.0
3.1739130434782608,3.4745762711864407,73.0,205.0,23.0,59.0
3.4444444444444446,3.15,31.0,63.0,9.0,20.0
4.10443864229765,4.122018348623853,1572.0,4493.0,383.0,1090.0
3.5,3.3333333333333335,14.0,20.0,4.0,6.0
3.891385767790262,3.9445843828715366,1039.0,3132.0,267.0,794.0
3.8324324324324324,3.9365351629502574,709.0,2295.0,185.0,583.0
2.6666666666666665,2.5,8.0,100.0,3.0,40.0
3.2564102564102564,3.302325581395349,127.0,426.0,39.0,129.0
3.6574074074074074,3.637381567614126,790.0,4223.0,216.0,1161.0
4.020979020979021,4.09098712446352,1150.0,4766.0,286.0,1165.0
3.3333333333333335,3.449438202247191,40.0,307.0,12.0,89.0
4.125,3.774193548387097,33.0,117.0,8.0,31.0
2.75,2.641509433962264,22.0,140.0,8.0,53.0
3.11,3.317548746518106,311.0,1191.0,100.0,359.0
2.0,3.5,6.0,7.0,3.0,2.0
3.0,2.4583333333333335,27.0,177.0,9.0,72.0
4.0,3.375,4.0,27.0,1.0,8.0
4.6,3.8333333333333335,23.0,23.0,5.0,6.0
3.1384615384615384,2.9306930693069306,204.0,592.0,65.0,202.0
2.375,2.710144927536232,19.0,187.0,8.0,69.0
2.25,2.289473684210526,9.0,87.0,4.0,38.0
3.4913793103448274,3.5692567567567566,810.0,2113.0,232.0,592.0
3.2857142857142856,3.5994475138121547,115.0,1303.0,35.0,362.0
2.8095238095238093,2.5535714285714284,59.0,143.0,21.0,56.0
3.1826086956521737,2.8421052631578947,366.0,702.0,115.0,247.0
3.5,,14.0,,4.0,
3.1555555555555554,2.78125,426.0,445.0,135.0,160.0
3.8580246913580245,4.007984031936128,1250.0,4016.0,324.0,1002.0
3.578181818181818,3.6462686567164178,984.0,2443.0,275.0,670.0
3.6444444444444444,4.027253668763103,164.0,1921.0,45.0,477.0
3.7857142857142856,3.988095238095238,53.0,335.0,14.0,84.0
4.043956043956044,3.921641791044776,368.0,1051.0,91.0,268.0
3.590909090909091,3.3181818181818183,79.0,146.0,22.0,44.0
,4.0,,4.0,,1.0
3.1315789473684212,3.220183486238532,238.0,702.0,76.0,218.0
3.3333333333333335,2.960352422907489,450.0,672.0,135.0,227.0
3.247787610619469,3.256666666666667,367.0,977.0,113.0,300.0
3.3823529411764706,3.0657894736842106,115.0,233.0,34.0,76.0
2.5714285714285716,2.5714285714285716,36.0,234.0,14.0,91.0
2.926829268292683,3.292307692307692,120.0,214.0,41.0,65.0
3.2844827586206895,3.668737060041408,381.0,1772.0,116.0,483.0
3.0,2.9613526570048307,93.0,613.0,31.0,207.0
3.7578947368421054,3.4036281179138324,357.0,1501.0,95.0,441.0
1.896551724137931,1.7777777777777777,55.0,176.0,29.0,99.0
2.5384615384615383,2.292079207920792,165.0,463.0,65.0,202.0
2.6470588235294117,2.4444444444444446,45.0,110.0,17.0,45.0
3.588235294117647,3.857142857142857,61.0,81.0,17.0,21.0
3.75,3.8632478632478633,315.0,904.0,84.0,234.0
4.6,3.25,23.0,39.0,5.0,12.0
2.776315789473684,2.47787610619469,211.0,560.0,76.0,226.0
3.3076923076923075,3.3125,43.0,53.0,13.0,16.0
3.75531914893617,3.5,353.0,483.0,94.0,138.0
2.257142857142857,2.321285140562249,79.0,578.0,35.0,249.0
3.340659340659341,3.3624678663239074,304.0,1308.0,91.0,389.0
3.239795918367347,3.4857142857142858,635.0,3050.0,196.0,875.0
1.0,3.3,1.0,33.0,1.0,10.0
3.25,3.4301075268817205,26.0,319.0,8.0,93.0
2.92,2.924137931034483,73.0,424.0,25.0,145.0
,5.0,,5.0,,1.0
3.7777777777777777,3.8,34.0,76.0,9.0,20.0
,3.0,,3.0,,1.0
3.1941747572815533,3.0552147239263805,329.0,498.0,103.0,163.0
3.3115942028985508,2.952861952861953,457.0,877.0,138.0,297.0
3.3333333333333335,4.583333333333333,10.0,110.0,3.0,24.0
3.0,,3.0,,1.0,
3.393617021276596,3.0653846153846156,319.0,797.0,94.0,260.0
3.1666666666666665,3.255813953488372,76.0,140.0,24.0,43.0
2.8,3.0,56.0,126.0,20.0,42.0
3.8,3.746987951807229,57.0,311.0,15.0,83.0
3.3548387096774195,3.5261707988980717,208.0,1280.0,62.0,363.0
3.409090909090909,3.953795379537954,75.0,1198.0,22.0,303.0
3.0714285714285716,2.393939393939394,43.0,79.0,14.0,33.0
5.0,3.0,5.0,12.0,1.0,4.0
3.8627450980392157,3.9937888198757765,197.0,1286.0,51.0,322.0
3.2,3.363128491620112,64.0,602.0,20.0,179.0
4.285714285714286,3.9166666666666665,30.0,94.0,7.0,24.0
2.9320388349514563,2.5984848484848486,302.0,343.0,103.0,132.0
3.739130434782609,3.8,86.0,266.0,23.0,70.0
,3.0,,6.0,,2.0
3.3376623376623376,3.1393188854489162,514.0,1014.0,154.0,323.0
3.0297029702970297,2.9358974358974357,306.0,458.0,101.0,156.0
4.045031055900621,4.105806451612903,2605.0,6364.0,644.0,1550.0
3.7857142857142856,4.054054054054054,53.0,150.0,14.0,37.0
3.2222222222222223,3.3615384615384616,87.0,437.0,27.0,130.0
3.8343815513626835,3.6865079365079363,1829.0,2787.0,477.0,756.0
3.5729166666666665,3.387434554973822,343.0,647.0,96.0,191.0
3.25,3.088607594936709,78.0,244.0,24.0,79.0
4.0,3.710843373493976,208.0,308.0,52.0,83.0
4.0,,4.0,,1.0,
3.9726027397260273,3.975975975975976,290.0,1324.0,73.0,333.0
3.25,3.1285714285714286,39.0,219.0,12.0,70.0
2.857142857142857,3.2222222222222223,20.0,29.0,7.0,9.0
3.3783783783783785,3.0377358490566038,250.0,322.0,74.0,106.0
2.3529411764705883,2.149171270718232,80.0,389.0,34.0,181.0
3.7142857142857144,3.5833333333333335,26.0,129.0,7.0,36.0
2.9213483146067416,2.438775510204082,260.0,478.0,89.0,196.0
2.34375,1.8888888888888888,75.0,153.0,32.0,81.0
2.1578947368421053,1.565217391304348,41.0,72.0,19.0,46.0
4.333333333333333,3.6666666666666665,13.0,66.0,3.0,18.0
2.4285714285714284,2.4166666666666665,68.0,667.0,28.0,276.0
3.7714285714285714,3.611940298507463,132.0,484.0,35.0,134.0
3.9236641221374047,4.13013698630137,514.0,3015.0,131.0,730.0
3.5357142857142856,3.0569620253164556,594.0,483.0,168.0,158.0
3.52,3.4,88.0,119.0,25.0,35.0
3.6666666666666665,3.6626506024096384,44.0,304.0,12.0,83.0
3.781094527363184,3.7516129032258063,760.0,2326.0,201.0,620.0
4.2,3.9615384615384617,63.0,309.0,15.0,78.0
3.5652173913043477,3.68,246.0,920.0,69.0,250.0
2.983050847457627,3.054263565891473,176.0,788.0,59.0,258.0
2.111111111111111,2.486111111111111,57.0,358.0,27.0,144.0
1.7586206896551724,2.0176470588235293,51.0,343.0,29.0,170.0
1.2727272727272727,2.1650485436893203,14.0,223.0,11.0,103.0
1.5,2.2916666666666665,24.0,220.0,16.0,96.0
1.6363636363636365,2.225,18.0,178.0,11.0,80.0
1.4444444444444444,1.8777777777777778,13.0,169.0,9.0,90.0
1.6363636363636365,2.258503401360544,36.0,332.0,22.0,147.0
4.038793103448276,3.656509695290859,937.0,1320.0,232.0,361.0
4.0,4.0,4.0,12.0,1.0,3.0
2.8,2.7142857142857144,42.0,133.0,15.0,49.0
2.973684210526316,3.5,113.0,938.0,38.0,268.0
2.125,2.327272727272727,17.0,128.0,8.0,55.0
3.0847457627118646,3.4050179211469533,182.0,950.0,59.0,279.0
1.0,2.25,1.0,9.0,1.0,4.0
2.7357142857142858,3.2325581395348837,383.0,2502.0,140.0,774.0
4.110091743119266,4.090196078431372,448.0,1043.0,109.0,255.0
3.801980198019802,3.9029850746268657,384.0,2615.0,101.0,670.0
3.0,2.772727272727273,30.0,122.0,10.0,44.0
3.4,3.0,17.0,9.0,5.0,3.0
4.100456621004566,4.104046242774566,1796.0,6390.0,438.0,1557.0
3.82183908045977,4.157407407407407,665.0,4490.0,174.0,1080.0
4.113456464379947,3.7609756097560973,1559.0,3084.0,379.0,820.0
,3.0,,3.0,,1.0
,3.5714285714285716,,25.0,,7.0
3.5,3.185185185185185,28.0,86.0,8.0,27.0
3.2857142857142856,2.75,23.0,66.0,7.0,24.0
3.0,2.8529411764705883,6.0,97.0,2.0,34.0
3.7,3.310344827586207,37.0,96.0,10.0,29.0
3.840909090909091,3.441860465116279,338.0,296.0,88.0,86.0
3.1463414634146343,2.909547738693467,129.0,579.0,41.0,199.0
2.7142857142857144,3.015625,19.0,193.0,7.0,64.0
3.210526315789474,2.8333333333333335,61.0,85.0,19.0,30.0
3.135593220338983,3.0296127562642368,370.0,1330.0,118.0,439.0
3.0,3.2222222222222223,15.0,29.0,5.0,9.0
3.901554404145078,3.7339791356184797,1506.0,5011.0,386.0,1342.0
5.0,3.1666666666666665,5.0,19.0,1.0,6.0
3.8594594594594596,3.928263988522238,714.0,2738.0,185.0,697.0
4.155555555555556,4.136456211812627,748.0,2031.0,180.0,491.0
3.0,2.588235294117647,9.0,44.0,3.0,17.0
1.8181818181818181,1.380952380952381,20.0,29.0,11.0,21.0
4.114285714285714,3.9846153846153847,144.0,259.0,35.0,65.0
4.344827586206897,3.88,378.0,388.0,87.0,100.0
2.0,1.6666666666666667,2.0,30.0,1.0,18.0
5.0,5.0,5.0,10.0,1.0,2.0
2.1578947368421053,2.74468085106383,41.0,258.0,19.0,94.0
3.757847533632287,3.699063231850117,838.0,3159.0,223.0,854.0
,3.3333333333333335,,10.0,,3.0
4.176470588235294,3.685185185185185,213.0,199.0,51.0,54.0
3.254054054054054,3.100790513833992,602.0,1569.0,185.0,506.0
4.575757575757576,4.329479768786127,151.0,749.0,33.0,173.0
3.5,3.6346153846153846,21.0,189.0,6.0,52.0
4.033333333333333,3.819672131147541,121.0,233.0,30.0,61.0
3.1881188118811883,3.026595744680851,322.0,569.0,101.0,188.0
3.0,3.125,63.0,75.0,21.0,24.0
2.6666666666666665,3.5454545454545454,16.0,39.0,6.0,11.0
2.75,3.329113924050633,22.0,263.0,8.0,79.0
3.5833333333333335,3.310344827586207,43.0,96.0,12.0,29.0
3.4,3.48,17.0,174.0,5.0,50.0
2.3076923076923075,2.2528735632183907,30.0,196.0,13.0,87.0
,1.0,,2.0,,2.0
4.125,4.076923076923077,66.0,212.0,16.0,52.0
3.597902097902098,3.630841121495327,1029.0,3885.0,286.0,1070.0
3.6153846153846154,3.25,47.0,221.0,13.0,68.0
2.6,2.8496240601503757,26.0,379.0,10.0,133.0
,3.0,,9.0,,3.0
2.3636363636363638,2.2222222222222223,26.0,60.0,11.0,27.0
3.6986666666666665,3.3951935914552736,1387.0,2543.0,375.0,749.0
3.727272727272727,3.8687258687258685,205.0,1002.0,55.0,259.0
4.012195121951219,3.955056179775281,329.0,352.0,82.0,89.0
3.375,3.316804407713499,297.0,1204.0,88.0,363.0
4.0285714285714285,4.096774193548387,141.0,1143.0,35.0,279.0
3.5,2.6551724137931036,14.0,77.0,4.0,29.0
3.8339622641509434,3.928528164748637,2032.0,6486.0,530.0,1651.0
3.1743119266055047,2.8421052631578947,346.0,1296.0,109.0,456.0
3.5625,3.4923076923076923,114.0,454.0,32.0,130.0
3.86046511627907,3.7011494252873565,166.0,322.0,43.0,87.0
1.8,2.090909090909091,9.0,46.0,5.0,22.0
3.8469387755102042,3.3707865168539324,377.0,300.0,98.0,89.0
4.046511627906977,3.984375,174.0,255.0,43.0,64.0
3.0,2.9295774647887325,72.0,208.0,24.0,71.0
3.15,2.4310344827586206,63.0,141.0,20.0,58.0
3.739130434782609,3.765957446808511,86.0,177.0,23.0,47.0
3.607361963190184,3.3992537313432836,588.0,911.0,163.0,268.0
3.7777777777777777,3.3658536585365852,170.0,276.0,45.0,82.0
3.7142857142857144,2.7,52.0,27.0,14.0,10.0
4.088311688311689,4.110461338531514,1574.0,6326.0,385.0,1539.0
3.3684210526315788,3.2,64.0,96.0,19.0,30.0
2.75,3.142857142857143,11.0,22.0,4.0,7.0
3.272727272727273,2.738095238095238,36.0,115.0,11.0,42.0
3.584,3.968609865470852,448.0,1770.0,125.0,446.0
2.75,2.6470588235294117,44.0,225.0,16.0,85.0
2.533333333333333,2.1379310344827585,38.0,62.0,15.0,29.0
4.179372197309417,4.196850393700787,932.0,3731.0,223.0,889.0
4.0,2.909090909090909,8.0,32.0,2.0,11.0
3.7777777777777777,2.769230769230769,34.0,36.0,9.0,13.0
3.891304347826087,3.8461538461538463,537.0,2250.0,138.0,585.0
3.3469387755102042,3.189189189189189,164.0,118.0,49.0,37.0
3.0,3.3333333333333335,12.0,20.0,4.0,6.0
3.9166666666666665,3.6333333333333333,47.0,109.0,12.0,30.0
3.8125,3.4166666666666665,61.0,123.0,16.0,36.0
4.3146997929606625,4.583333333333333,2084.0,7975.0,483.0,1740.0
4.04093567251462,4.437777777777778,1382.0,5991.0,342.0,1350.0
3.267123287671233,3.3630573248407645,477.0,2112.0,146.0,628.0
3.3333333333333335,3.1157894736842104,110.0,296.0,33.0,95.0
3.7142857142857144,3.730337078651685,598.0,1992.0,161.0,534.0
3.8757062146892656,3.7855361596009973,686.0,1518.0,177.0,401.0
2.175438596491228,2.3438914027149322,124.0,1036.0,57.0,442.0
2.948717948717949,3.3740458015267176,115.0,884.0,39.0,262.0
2.6666666666666665,2.792452830188679,40.0,296.0,15.0,106.0
2.25,2.8,63.0,322.0,28.0,115.0
3.85,3.6744186046511627,77.0,158.0,20.0,43.0
3.25,2.4,26.0,12.0,8.0,5.0
3.9838709677419355,4.248826291079812,247.0,905.0,62.0,213.0
